ID	TOKENS	PROTOFORM	IPA	COUNTERPART	COGIDS	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
2124	m ē d	*mizdō	miːd	mēd	178	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			meed	*mizdō	348
647	m iː t ə	*mizdō	miːtə	Miete	178	German				meed	*mizdō	348
1576	m ɑ x t	*maxtiz	mɑxt	macht	432	Dutch				might	*maxtiz	173
1575	m aɪ t	*maxtiz	maɪt	might	432	English				might	*maxtiz	173
2125	m i h t	*maxtiz	maɪt	miht	432	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			might	*maxtiz	173
1574	m a x t	*maxtiz	maxt	Macht	432	German				might	*maxtiz	173
668	m ɛ l k	*melukz	mɛlk	melk	183	Dutch				milk	*melukz	174
667	m ɪ l k	*melukz	mɪlk	milk	183	English				milk	*melukz	174
2126	m e o l c	*melukz	mɪlk	meolc	183	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			milk	*melukz	174
666	m ɪ l x	*melukz	mɪlx	Milch	183	German				milk	*melukz	174
760	m aː n t	*mēnōθz	maːnt	maand	208	Dutch				month	*mēnōθz	175
759	m ʌ n θ	*mēnōθz	mʌnθ	month	208	English				month	*mēnōθz	175
2127	m ō n a þ	*mēnōθz	mʌnθ	mōnaþ	208	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			month	*mēnōθz	175
758	m oː n aː t	*mēnōθz	moːnaːt	Monat	208	German	IRR			month	*mēnōθz	175
719	m uː t	*mōdăz	muːt	moed	197	Dutch				mood	*mōdăz	176
718	m uː d	*mōdăz	muːd	mood	197	English				mood	*mōdăz	176
2128	m ō d	*mōdăz	muːd	mōd	197	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			mood	*mōdăz	176
717	m uː t	*mōdăz	muːt	Mut	197	German				mood	*mōdăz	176
1620	m uː d ə r	*mōdēr	muːdər	moeder	444	Dutch				mother	*mōdēr	177
1619	m ʌ ð ə	*mōdēr	mʌðə	mother	444	English				mother	*mōdēr	177
2129	m ō d e r	*mōdēr	ˈmoːdər	mōder	444	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh) | Note: mōder is the regular nom.sg. reflex (cf. dat.sg. mēder < *mōdri). R/T §7.2.1: modor ~ -ur has suffixal vowel leveled from oblique cases (analogical).			mother	*mōdēr	177
1618	m ʊ t ə r	*mōdēr	mʊtər	Mutter	444	German				mother	*mōdēr	177
1580	n aː ɣ ə l	*naglăz	naːɣəl	nagel	433	Dutch				nail	*naglăz	178
1579	n eɪ l	*naglăz	neɪl	nail	433	English				nail	*naglăz	178
2130	n æ ġ l	*naglăz	neɪl	næġl	433	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			nail	*naglăz	178
1578	n aː ɡ ə l	*naglăz	naːɡəl	Nagel	433	German				nail	*naglăz	178
82	n aː m	*namô	naːm	naam	23	Dutch				name	*namô	179
81	n eɪ m	*namô	neɪm	name	23	English				name	*namô	179
2131	n a m a	*namô	ˈnɒmɑ	nama	23	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			name	*namô	179
80	n aː m ə	*namô	naːmə	Name	23	German				name	*namô	179
629	n aː f	*nabō	naːf	naaf	173	Dutch				nave	*nabō	180
628	n eɪ v	*nabō	neɪv	nave	173	English				nave	*nabō	180
2132	n a f u	*nabō	neɪv	nafu	173	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			nave	*nabō	180
627	n aː b ə	*nabō	naːbə	Nabe	173	German				nave	*nabō	180
431	n aː v ə l	*nablô	naːvəl	navel	118	Dutch				navel	*nablô	181
430	n eɪ v ə l	*nablô	neɪvḷ	navel	118	English				navel	*nablô	181
2133	n a f o l a	*nablô	neɪvḷ	nafola	118	Old_English	Proto-form contested: Kroonen reconstructs PGmc *nablōn- (stem *nablan-), but R/T vol.2 §6.3.1 p.206 gives pre-retraction *nabulō with medial vowel (cf. OHG nabalo). The medial *u may be PWGmc-level epenthesis. Current *nablô is per Kroonen; pipeline may need *nabulô for A-restoration to fire correctly (R/T chronology has epenthesis much later than retraction).			navel	*nablô	181
429	n aː b ə l	*nablô	naːbəl	Nabel	118	German				navel	*nablô	181
1166	n ɛ k	*xnakkăz	nɛk	nek	319	Dutch				neck	*xnakkăz	182
1165	n ɛ k	*xnakkăz	nɛk	neck	319	English				neck	*xnakkăz	182
2134	h n e c c a	*xnekkô	ˈsweːo̯rɑ	hnecca	319	Old_English	Proto corrected: weak masc. n-stem with e-grade nom.sg. *xnekkô (Kroonen 2013, PIE *knékō). Kroonen reconstructs root ablaut: nom.sg. *hnekkô (e-grade), gen.sg. *hnukkaz (zero-grade), acc.pl. *hnakkunz (a-grade). OE/OFris/MNdl generalized e-grade; ON/OHG generalized a-grade (Kluge/Seebold s.v. Nacken). TSV had *xnakkăz (wrong class + wrong grade). German row retains a-grade *xnakkăz.			neck	*xnekkô	182
1164	n a k ə n	*xnakkăz	nakən	Nacken	319	German				neck	*xnakkăz	182
483	n oː t	*naudiz	noːt	nood	132	Dutch				need	*naudiz	183
482	n iː d	*naudiz	niːd	need	132	English				need	*naudiz	183
2135	n ī e d	*naudiz	niːd	nīed	132	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			need	*naudiz	183
481	n oː t	*naudiz	noːt	Not	132	German				need	*naudiz	183
126	n aː l t	*nēθlō	naːlt	naald	35	Dutch				needle	*nēθlō	184
125	n iː d ə l	*nēθlō	niːdḷ	needle	35	English				needle	*nēθlō	184
2136	n ǣ d l	*nēθlō	niːdḷ	nǣdl	35	Old_English	R/T p.435: PGmc *nēþlō/*nēdlō has Verner's alternation; OE nǣdl reflects *d variant			needle	*nēθlō	184
124	n aː d ə l	*nēθlō	naːdəl	Nadel	35	German				needle	*nēθlō	184
318	n ɛ s t	*nistą	nɛst	nest	88	Dutch				nest	*nistą	185
317	n ɛ s t	*nistą	nɛst	nest	88	English				nest	*nistą	185
2137	n e s t	*nistą	nɛst	nest	88	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			nest	*nistą	185
316	n ɛ s t	*nistą	nɛst	Nest	88	German				nest	*nistą	185
468	n ɛ t	*natją	nɛt	net	128	Dutch				net	*natją	186
467	n ɛ t	*natją	nɛt	net	128	English				net	*natją	186
2138	n e t	*natją	nɛt	net	128	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			net	*natją	186
466	n ɛ ts	*natją	nɛt͡s	Netz	128	German				net	*natją	186
573	n ɛ t ə l	*natilōn	nɛtḷ	nettle	157	English				nettle	*natilōn	349
2139	n e t l e	*natilōn	nɛtḷ	netle	157	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			nettle	*natilōn	349
572	n ɛ s ə l	*natilōn	nɛsəl	Nessel	157	German				nettle	*natilōn	349
1541	n ɑ x t	*naxtz	nɑxt	nacht	422	Dutch				night	*naxtz	187
1540	n aɪ t	*naxtz	naɪt	night	422	English				night	*naxtz	187
2140	n i h t	*naxti	niçt	niht	422	Old_English	R/T vol.2 13912-15: OE niht < dat.sg. *nahti (i-umlaut); nom.sg. *nahts > neaht			night	*naxti	187
1539	n a x t	*naxtz	naxt	Nacht	422	German				night	*naxtz	187
130	n ɑ x t m ɛ r iː	( n ɑ x t ) m ɛ r ( iː - )	nɑxtmɛriː	nachtmerrie	36	Dutch				nightmare	*marōn	188
129	n aɪ t m ɛə	*marōn	naɪtmɛə	nightmare	36	English				nightmare	*marōn	188
2141	* n i h t m a r e	( n aɪ - t ) m ɛə r ( - - )	naɪtmɛə	mære	36	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh) | Unattested OE; reconstructed *nihtmare. | OE mære is attested and cognate with -mare; compound not attested in OE.			nightmare	*marōn	188
128	m aː r	*marōn	maːr	Mahr	36	German				nightmare	*marōn	188
326	n eː ɣ ə	*newun	neːɣə	negen	90	Dutch				nine	*newun	189
325	n aɪ n	*newun	naɪn	nine	90	English				nine	*newun	189
2142	n i g o n	*newun	naɪn	nigon	90	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			nine	*newun	189
324	n ɔy n	*newun	nɔyn	neun	90	German				nine	*newun	189
1734	n øː s	*nasō	nøːs	neus	475	Dutch				nose	*nasō	190
1733	n əʊ z	*nasō	nəʊz	nose	475	English				nose	*nasō	190
2143	n o s u	*nasō	nozu	nosu	475	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			nose	*nasō	190
1732	n aː z ə	*nasō	naːzə	Nase	475	German				nose	*nasō	190
604	eː n	*ainăz	eːn	een	166	Dutch				one	*ainăz	191
603	ʋ ʌ n	*ainăz	ʋʌn	one	166	English				one	*ainăz	191
2144	ā n	*ainăz	ɑːn	ān	166	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			one	*ainăz	191
602	ai n	*ainăz	ain	ein	166	German				one	*ainăz	191
1012	oː v ə	*ufnăz	oːvə	oven	277	Dutch				oven	*ufnăz	192
1011	ʌ v ə n	*ufnăz	ʌvṇ	oven	277	English				oven	*ufnăz	192
2145	o f n	*ufnăz	ʌvṇ	ofn	277	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			oven	*ufnăz	192
1010	oː f ə n	*ufnăz	oːfən	Ofen	277	German				oven	*ufnăz	192
686	ɔ s	*uxsô	ɔs	os	188	Dutch				ox	*uxsô	193
685	ɔ k s	*uxsô	ɔks	ox	188	English				ox	*uxsô	193
2146	o x a	*uxsô	ɔks	oxa	188	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			ox	*uxsô	193
684	ɔ k s ə	*uxsô	ɔksə	Ochse	188	German				ox	*uxsô	193
1070	r eː ɣ ə	*regną	reːɣə	regen	293	Dutch	MT			rain	*regną	194
1069	r eɪ n	*regną	reɪn	rain	293	English	MT			rain	*regną	194
2147	r e ġ n	*regną	ˈrejn̩	reġn	293	Old_English	MT | TODO: replace with attested Old English form | Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rain	*regną	194
1068	r eː ɡ ə n	*regną	reːɡən	Regen	293	German				rain	*regną	194
877	r eː ɣ ə m b oː x	r eː ɣ ə ( m - b oː x - - )	reːɣəmboːx	regenboog	241	Dutch				rainbow	*regna-bugô	195
876	r eɪ n b əʊ	*regna-bugô	reɪnbəʊ	rainbow	241	English				rainbow	*regna-bugô	195
2148	r e ġ n b o g a	*regna-bugô	reɪnbəʊ	reġnboga	241	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rainbow	*regna-bugô	195
875	r eː ɡ ə n b oː ɡ ə n	r eː ɡ ə ( n - b oː ɡ ə n )	reːɡənboːɡən	Regenbogen	241	German	DUP			rainbow	*regna-bugô	195
185	r aː f	*xrabnăz	raːf	raaf	52	Dutch				raven	*xrabnăz	196
184	r æ v ə n	*xrabnăz	rævṇ	raven	52	English				raven	*xrabnăz	196
2149	h r æ f n	*xrabnăz	rævṇ	hræfn	52	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			raven	*xrabnăz	196
183	r aː b ə	*xrabnăz	raːbə	Rabe	52	German				raven	*xrabnăz	196
1648	r aː d ɛ n	*rēdăną	raːdɛn	raden	452	Dutch				read	*rēdăną	197
1647	r iː d	*rēdăną	riːd	read	452	English				read	*rēdăną	197
2150	r ǣ d a n	*rēdăną	riːd	rǣdan	452	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			read	*rēdăną	197
1646	r aː t ə n	*rēdăną	raːtən	raten	452	German				read	*rēdăną	197
708	r oː k	*raukiz	roːk	rook	194	Dutch				reek	*raukiz	198
707	r iː k	*raukiz	riːk	reek	194	English				reek	*raukiz	198
2151	r ē c	*raukiz	riːk	rēc	194	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			reek	*raukiz	198
706	r au x	*raukiz	raux	Rauch	194	German				reek	*raukiz	198
560	r ɛ s t	*rastō	rɛst	rest	153	English				rest	*rastō	350
2152	r æ s t e	*rastōz	ræste	ræste	153	Old_English	Oblique (ō-stem gen.sg.) *rastōz > ræste: PGmc gen.sg. *-ōz did not undergo NWGmcFinalLongORaising (R/T §5.1.3) because *-ō was not word-final (*-z still present). After PWGmc z-loss with vowel shortening (*-ōz > *-a, R/T §3.1.1 p.58), suffix is front, no A-restoration, AFB gives ræ-. Attested ræste abundantly in BT (tó ræste, on ræste, etc.). Paradigmatic leveling from oblique ræst- to nom.sg. (cf. R/T §6.3.2 on dag paradigm).			rest	*rastōz	350
559	r a s t	*rastō	rast	Rast	153	German				rest	*rastō	350
167	r ɛɪ d ə	*rīdăną	rɛɪdə	rijden	47	Dutch				ride	*rīdăną	199
166	r aɪ d	*rīdăną	raɪd	ride	47	English				ride	*rīdăną	199
2153	r ī d a n	*rīdăną	raɪd	rīdan	47	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			ride	*rīdăną	199
165	r ai t ə n	*rīdăną	raitən	reiten	47	German				ride	*rīdăną	199
1550	r aɪ n d	*rindō	raɪnd	rind	425	English				rind	*rindō	351
2154	r i n d	*rindō	raɪnd	rind	425	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rind	*rindō	351
1549	r ɪ n d ə	*rindō	rɪndə	Rinde	425	German				rind	*rindō	351
1385	r ɔ k	*rukkăz	rɔk	rok	379	Dutch				coat	*rukkăz	200
1384	r ɒ k	*rukkăz	rɒk	rock	379	English				coat	*rukkăz	200
2155	r o c c	*rukkăz	rɔk	rocc	379	Old_English	Garment word: OE rocc 'tunic' (brēostrocc, pistolrocc etc.), from PGmc *rukkăz (a-stem). Previous entry conflated stone and garment etymologies.			coat	*rukkăz	200
1383	ʁ ɔ k	*rukkăz	ʁɔk	Rock	379	German				coat	*rukkăz	200
1738	r eː	*raixōn	reː	ree	476	Dutch				roe	*raixōn	201
1737	r əʊ	*raixōn	rəʊ	roe	476	English				roe	*raixōn	201
2156	* h r o g n	*raixōn	rəʊ	-	476	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh) | Unattested OE; reconstructed *hrogn.			roe	*raixōn	201
1736	r eː	*raixōn	reː	Reh	476	German				roe	*raixōn	201
1096	r uː d	*rōdō	ruːd	rood	300	English				rood	*rōdō	352
2157	r ō d	*rōdō	ruːd	rōd	300	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rood	*rōdō	352
1095	r uː t ə	*rōdō	ruːtə	Rute	300	German				rood	*rōdō	352
499	r œy m	*rūmą	rœym	ruim	136	Dutch				room	*rūmą	202
498	r uː m	*rūmą	ruːm	room	136	English				room	*rūmą	202
2158	r ū m	*rūmą	ruːm	rūm	136	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			room	*rūmą	202
497	r au m	*rūmą	raum	Raum	136	German				room	*rūmą	202
1306	r ɛɪ p	*raipą	rɛɪp	rijp	358	Dutch				rope	*raipą	203
1305	r əʊ p	*raipą	rəʊp	rope	358	English				rope	*raipą	203
2159	r ā p	*raipą	rɑːp	rāp	358	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rope	*raipą	203
1304	r ai f	*raipą	raif	Reif	358	German				rope	*raipą	203
1672	r uː r	*rōθrăz	ruːr	roer	458	Dutch				rudder	*rōθrăz	204
1671	r ʌ d ə	*rōθrăz	rʌdə	rudder	458	English				rudder	*rōθrăz	204
2160	r ō þ o r	*rōθrăz	rʌdə	rōþor	458	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rudder	*rōθrăz	204
1670	r uː d ə r	*rōθrăz	ruːdər	Ruder	458	German				rudder	*rōθrăz	204
966	r ʌ n	*rinnăną	rʌn	run	265	English				run	*rinnăną	353
2161	r i n n a n	*rinnăną	rʌn	rinnan	265	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			run	*rinnăną	353
965	r ɪ n ə n	*rinnăną	rɪnən	rinnen	265	German				run	*rinnăną	353
737	r uː s t	*rustō	ruːst	roest	202	Dutch				rust	*rustō	205
736	r ʌ s t	*rustō	rʌst	rust	202	English				rust	*rustō	205
2162	r u s t	*rustō	rʌst	rust	202	Old_English	OE rust retains u; cf. R/T §2.3.1 for general u-lowering exceptions			rust	*rustō	205
735	r ɔ s t	*rustō	rɔst	Rost	202	German				rust	*rustō	205
1464	r ɔ ɣ ə	*rugiz	rɔɣə	rogge	400	Dutch				rye	*rugiz	206
1463	r aɪ	*rugiz	raɪ	rye	400	English				rye	*rugiz	206
2163	r y ġ e	*rugiz	raɪ	ryġe	400	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rye	*rugiz	206
1462	r ɔ ɡ ə n	*rugiz	rɔɡən	Roggen	400	German				rye	*rugiz	206
941	z ɛɪ l	*seglą	zɛɪl	zeil	258	Dutch				sail	*seglą	207
940	s eɪ l	*seglą	seɪl	sail	258	English				sail	*seglą	207
2164	s e ġ l	*seglą	seɪl	seġl	258	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sail	*seglą	207
939	z eː ɡ ə l	*seglą	zeːɡəl	Segel	258	German				sail	*seglą	207
138	z aː k	*sakō	zaːk	zaak	38	Dutch				sake	*sakō	208
137	s ɑː k ɪ	*sakō	sɑːkɪ	sake	38	English				sake	*sakō	208
2165	s a c u	*sakō	sɑːkɪ	sacu	38	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sake	*sakō	208
136	z a x ə	*sakō	zaxə	Sache	38	German				sake	*sakō	208
1215	z ɑu t	*saltą	zɑut	zout	333	Dutch				salt	*saltą	209
1214	s ɔː l t	*saltą	sɔːlt	salt	333	English				salt	*saltą	209
2166	s e a l t	*saltą	sæɑ̯ɫt	sealt	333	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			salt	*saltą	209
1213	z a l ts	*saltą	zalt͡s	Salz	333	German				salt	*saltą	209
334	z ɑ l f	*salbō	zɑlf	zalf	92	Dutch				salve	*salbō	210
333	s æ l v	*salbō	sælv	salve	92	English				salve	*salbō	210
2167	s e a l f	*salbō	sælv	sealf	92	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			salve	*salbō	210
332	z a l b ə	*salbō	zalbə	Salbe	92	German				salve	*salbō	210
977	s ɑ p	*sapōn	sɑp	sap	268	Dutch				sap	*sapōn	211
976	s æ p	*sapōn	sæp	sap	268	English				sap	*sapōn	211
2168	s æ p	*sapōn	sæp	sæp	268	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sap	*sapōn	211
975	z a f t	*sapōn	zaft	Saft	268	German				sap	*sapōn	211
1490	z eː	*sai	zeː	zee	408	Dutch				sea	*sai	212
1489	s iː	*sai	siː	sea	408	English				sea	*sai	212
2169	s ǣ	*sai	sæː	sǣ	408	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sea	*sai	212
1488	z eː	*sai	zeː	See	408	German				sea	*sai	212
514	z oː m	*saumăz	zoːm	zoom	140	Dutch				seam	*saumăz	213
513	s iː m	*saumăz	siːm	seam	140	English				seam	*saumăz	213
2170	s ē a m	*saumăz	siːm	sēam	140	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			seam	*saumăz	213
512	z au m	*saumăz	zaum	Saum	140	German				seam	*saumăz	213
107	z uː k ə	*sōkjăną	zuːkə	zoeken	30	Dutch				seek	*sōkjăną	214
106	s iː k	*sōkjăną	siːk	seek	30	English				seek	*sōkjăną	214
2171	s ē ċ a n	*sōkjăną	siːk	sēċan	30	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			seek	*sōkjăną	214
105	z uː x ə n	*sōkjăną	zuːxən	suchen	30	German				seek	*sōkjăną	214
1381	z ɛ n d ə	*sandjăną	zɛndə	zenden	378	Dutch				send	*sandjăną	215
1380	s ɛ n d	*sandjăną	sɛnd	send	378	English				send	*sandjăną	215
2172	s e n d a n	*sandjăną	sɛnd	sendan	378	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			send	*sandjăną	215
1379	z ɛ n d ə n	*sandjăną	zɛndən	senden	378	German				send	*sandjăną	215
1819	z ɛ t ə	*satjăną	zɛtə	zetten	498	Dutch				set	*satjăną	216
1818	s ɛ t	*satjăną	sɛt	set	498	English				set	*satjăną	216
2173	s e t t a n	*satjăną	sɛt	settan	498	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			set	*satjăną	216
1817	z ɛ ts ə n	*satjăną	zɛt͡sən	setzen	498	German				set	*satjăną	216
177	z eː v ə	*sebun	zeːvə	zeven	50	Dutch				seven	*sebun	217
176	s ɛ v ə n	*sebun	sɛvṇ	seven	50	English				seven	*sebun	217
2174	s e o f o n	*sebun	sɛvṇ	seofon	50	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			seven	*sebun	217
175	z iː b ə n	*sebun	ziːbən	sieben	50	German				seven	*sebun	217
1861	s x ɑ x t	*skaftą	sxɑxt	schacht	510	Dutch				shaft	*skaftą	218
1860	ʃ ɑː f t	*skaftą	ʃɑːft	shaft	510	English				shaft	*skaftą	218
2175	s ċ e a f t	*skaftą	ʃɑːft	sċeaft	510	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			shaft	*skaftą	218
1859	ʃ a f t	*skaftą	ʃaft	Schaft	510	German				shaft	*skaftą	218
1081	ʃ eɪ m	*skamō	ʃeɪm	shame	296	English				shame	*skamō	354
2176	s ċ a m u	*skamō	ʃeɪm	sċamu	296	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			shame	*skamō	354
1080	ʃ aː m	*skamō	ʃaːm	Scham	296	German				shame	*skamō	354
1427	s x eː r ə	*skerăną	sxeːrə	scheren	390	Dutch				shear	*skerăną	219
1426	ʃ ɪə	*skerăną	ʃɪə	shear	390	English				shear	*skerăną	219
2177	s ċ i e r a n	*skerăną	ʃɪə	sċieran	390	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			shear	*skerăną	219
1425	ʃ eː r ə n	*skerăną	ʃeːrən	scheren	390	German				shear	*skerăną	219
1117	s x eː d ə	*skaiθiz	sxeːdə	schede	306	Dutch				sheath	*skaiθiz	220
1116	ʃ iː θ	*skaiθiz	ʃiːθ	sheath	306	English				sheath	*skaiθiz	220
2178	s ċ ē a þ	*skaiθiz	ʃiːθ	sċēaþ	306	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sheath	*skaiθiz	220
1115	ʃ ai d ə	*skaiθiz	ʃaidə	Scheide	306	German				sheath	*skaiθiz	220
1371	s x aː p	*skēpą	sxaːp	schaap	375	Dutch				sheep	*skēpą	221
1370	ʃ iː p	*skēpą	ʃiːp	sheep	375	English				sheep	*skēpą	221
2179	s ċ ē a p	*skēpą	ʃiːp	sċēap	375	Old_English	R/T vol.2 12522: PWGmc *skap > OE scéap (WS)			sheep	*skēpą	221
1369	ʃ aː f	*skēpą	ʃaːf	Schaf	375	German				sheep	*skēpą	221
310	s x ɪ l t	*skelduz	sxɪlt	schild	86	Dutch				shield	*skelduz	222
309	ʃ iː l d	*skelduz	ʃiːld	shield	86	English				shield	*skelduz	222
2180	s c i e l d	*skelduz	ʃiːld	sċield	86	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			shield	*skelduz	222
308	ʃ ɪ l t	*skelduz	ʃɪlt	Schild	86	German	BOR			shield	*skelduz	222
963	ʃ ɪ l ɪ ŋ	*skellinăz	ʃɪlɪŋ	shilling	264	English				shilling	*skellinăz	355
2181	s ċ i l l i n g	*skellinăz	ʃɪlɪŋ	sċilling	264	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			shilling	*skellinăz	355
962	ʃ ɪ l ɪ ŋ	*skellinăz	ʃɪlɪŋ	Schilling	264	German				shilling	*skellinăz	355
1401	s x ɛɪ n ə	*skīnăną	sxɛɪnə	schijnen	383	Dutch				shine	*skīnăną	223
1400	ʃ aɪ n	*skīnăną	ʃaɪn	shine	383	English				shine	*skīnăną	223
2182	s ċ ī n a n	*skīnăną	ʃaɪn	sċīnan	383	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			shine	*skīnăną	223
1399	ʃ ai n ə n	*skīnăną	ʃainən	scheinen	383	German				shine	*skīnăną	223
591	s x ɑu d ə r	*skuldrō	sxɑudər	schouder	162	Dutch				shoulder	*skuldrō	224
590	ʃ əʊ l d ə	*skuldrō	ʃəʊldə	shoulder	162	English				shoulder	*skuldrō	224
2183	s c u l d r a	*skuldrō	ʃəʊldə	sċuldra	162	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			shoulder	*skuldrō	224
589	ʃ ʊ l t ə r	*skuldrō	ʃʊltər	Schulter	162	German				shoulder	*skuldrō	224
1442	s x œy v ə	*skeubăną	sxœyvə	schuiven	394	Dutch				shove	*skeubăną	225
1441	ʃ ʌ v	*skeubăną	ʃʌv	shove	394	English				shove	*skeubăną	225
2184	s ċ ū f a n	*skeubăną	ʃʌv	sċūfan	394	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			shove	*skeubăną	225
1440	ʃ iː b ə n	*skeubăną	ʃiːbən	schieben	394	German				shove	*skeubăną	225
723	s x ɔ f ə l	*skūflō	sxɔfəl	schoffel	198	Dutch				shovel	*skūflō	226
722	ʃ ʌ v ə l	*skūflō	ʃʌvḷ	shovel	198	English				shovel	*skūflō	226
2185	s c o f l	*skūflō	ʃʌvḷ	scofl	198	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			shovel	*skūflō	226
721	ʃ au f ə l	*skūflō	ʃaufəl	Schaufel	198	German				shovel	*skūflō	226
1287	s x ɑu ʋ ə	*skawōjăną	sxɑuʋə	schouwen	353	Dutch				show	*skawōjăną	227
1286	ʃ əʊ	*skawōjăną	ʃəʊ	show	353	English				show	*skawōjăną	227
2186	s ċ ē a w i a n	*skawōjăną	ʃəʊ	sċēawian	353	Old_English	Source: Wiktionary etymology (template:inh) | Normalized sċ: initial sc always [ʃ] in OE (Campbell §440).			show	*skawōjăną	227
1285	ʃ au ə n	*skawōjăną	ʃauən	schauen	353	German				show	*skawōjăną	227
